label,HeightWidthRatio,MajorMinorRatio,BoundingBoxOccupancy,MaxStdXZ,HHmaxRatio,Height (mm),Distance (mm),P40
1,2.1651,2.2441,0.47753,202.3447,0.79745,1467.3062,899.0073,0.089629
1,2.1182,2.1727,0.4824,223.1228,0.78905,1451.8524,868.1912,0.10587
1,1.9145,2.0329,0.46596,242.852,0.76198,1402.0425,860.022,0.091631
1,1.9298,2,0.47795,261.5296,0.73914,1360.0149,828.573,0.10261
1,1.8761,1.9225,0.49996,284.1224,0.71379,1313.3706,802.3898,0.089421
1,1.5678,1.6084,0.51058,279.5543,0.69427,1277.4571,815.0356,0.020904
1,1.6549,1.585,0.51895,296.7047,0.66497,1223.5361,781.1433,0.05052
1,1.7018,1.5591,0.48408,307.9402,0.64157,1180.4908,744.881,0.07295
1,1.725,1.5752,0.4376,317.2139,0.614,1129.7564,700.0183,0.10883
1,1.8947,1.5614,0.36022,165.8978,0.58689,1079.8822,690.3826,0.15772
1,1.768,1.6125,0.36355,180.2672,0.55572,1022.5183,627.8512,0.23748
1,1.5493,1.5555,0.35333,201.3134,0.52165,959.8451,586.6904,0.263
1,1.3718,1.5457,0.36422,213.413,0.49777,915.9035,539.1342,0.30545
1,1.3826,1.426,0.39177,203.9894,0.47182,868.1501,522.5113,0.28931
1,1.302,1.1996,0.42524,192.591,0.43909,807.9314,489.1873,0.30638
1,1.256,2.3536,0.3734,131.197,0.38863,715.0805,456.5,0.33365
1,1.2667,1.5689,0.45861,208.3837,0.38463,707.7196,481.8562,0.27845
1,1.1172,1.4897,0.44691,220.6581,0.36081,663.8994,468.1892,0.24814
1,1.0135,1.2783,0.49923,224.2685,0.33669,619.5082,425.1978,0.36371
1,0.90909,1.1858,0.58196,235.4244,0.31858,586.1933,396.849,0.43604
1,0.86093,1.1688,0.64626,237.1787,0.30304,557.5878,363.5853,0.54501
1,0.80537,1.2301,0.70101,245.3081,0.26449,486.6678,341.3105,0.68917
1,0.73377,1.4342,0.70118,244.2108,0.25152,462.8013,321.9028,0.93099
1,0.64968,1.6384,0.67266,233.0078,0.23158,426.106,297.2776,0.99796
1,0.59119,1.9186,0.55948,184.0414,0.21234,390.7139,268.2491,1
1,0.53125,2.1397,0.62647,200.1064,0.18665,343.4411,252.2519,1
1,0.42236,2.8692,0.63875,176.4223,0.18871,347.234,233.9047,1
1,0.40491,2.8238,0.62316,173.1712,0.19531,359.367,233.4468,1
1,0.52273,1.816,0.58553,182.1864,0.1917,352.7252,236.8344,1
1,0.63158,1.8338,0.54508,189.2779,0.18649,343.138,242.8079,1
1,0.41772,3.1071,0.53232,169.7951,0.19583,360.3189,240.4201,1
1,0.46914,2.4167,0.52802,178.7806,0.19586,360.3839,235.9411,1
1,0.59633,2.1928,0.42442,113.4991,0.18561,341.5199,236.4358,1
1,0.57025,2.8928,0.40424,188.5341,0.16911,311.1595,229.5157,1
1,1.5928,1.8331,0.37553,156.3127,0.73675,1355.6213,779.0919,0.033209
1,1.5928,1.8329,0.37117,156.2423,0.73528,1352.9066,781.8925,0.034753
1,1.5915,1.7951,0.39167,154.1252,0.71891,1322.7857,778.7099,0.033522
1,1.5854,1.7562,0.39604,153.2807,0.71439,1314.4823,783.139,0.033754
1,1.9312,1.9261,0.34778,149.4149,0.73069,1344.4768,756.3739,0.072874
1,1.8144,1.8589,0.33879,150.2576,0.73279,1348.3351,761.53,0.065624
1,1.6125,1.6832,0.40465,148.5229,0.72086,1326.3736,780.8185,0.036758
1,1.5901,1.6385,0.41637,148.3107,0.70852,1303.6774,782.7629,0.03508
1,1.5786,1.5799,0.41775,148.6357,0.7031,1293.6988,775.0281,0.034789
1,1.8839,1.7348,0.38095,145.2679,0.7103,1306.9509,760.1373,0.064088
1,1.5962,1.5472,0.43245,147.9268,0.69801,1284.3382,772.4959,0.037862
1,1.8452,1.6674,0.39156,144.0108,0.68856,1266.9467,752.9893,0.067404
1,1.8684,1.6554,0.40011,144.1718,0.68417,1258.8684,750.1494,0.068492
1,1.8543,1.6071,0.41223,146.7802,0.67503,1242.0512,747.8447,0.068851
1,1.6353,1.5639,0.37886,151.0621,0.67291,1238.1623,743.0328,0.071544
1,1.4753,1.4246,0.45361,156.0208,0.66418,1222.0907,753.3605,0.050504
1,1.6228,1.494,0.40168,155.6461,0.65883,1212.2419,733.4688,0.072996
1,1.5731,1.4357,0.40394,161.3922,0.65431,1203.9385,725.2358,0.084172
1,1.4972,1.4108,0.41057,164.5858,0.645,1186.8037,717.0484,0.094506
1,1.4341,1.3665,0.41106,168.6171,0.63344,1165.5291,713.206,0.10591
1,1.328,1.3535,0.37421,179.8764,0.60791,1118.5541,718.6789,0.13063
1,1.2718,1.2846,0.42446,176.5332,0.60215,1107.9648,688.855,0.13153
1,1.2111,1.3047,0.39767,184.6895,0.58726,1080.5539,699.0535,0.14377
1,1.1692,1.2433,0.41255,188.8454,0.57278,1053.919,690.6888,0.14738
1,1.1,1.1856,0.40954,194.3516,0.56689,1043.0866,686.7296,0.15015
1,1.09,1.1593,0.42846,197.1517,0.55457,1020.4079,672.201,0.16001
1,1.0605,1.1181,0.48321,199.6426,0.54299,999.1033,643.7378,0.17993
1,1.0607,1.1046,0.51033,203.8,0.52997,975.1479,631.6843,0.18672
1,1.0228,1.0919,0.48284,206.7913,0.52322,962.7189,630.8276,0.19134
1,1.0229,1.0526,0.54534,210.5099,0.51776,952.6786,610.8287,0.1992
1,0.96476,1.0517,0.54704,215.0812,0.50902,936.6002,598.3368,0.2078
1,0.9345,1.0805,0.56052,219.826,0.49722,914.8898,590.6629,0.21289
1,0.88186,1.1539,0.54836,229.8763,0.48749,896.9833,581.7782,0.22237
1,0.85774,1.224,0.58202,234.929,0.47645,876.6677,564.564,0.23667
1,0.75379,1.322,0.55425,248.8923,0.46325,852.3857,540.7094,0.26592
1,0.70803,1.4221,0.5465,258.094,0.45388,835.1482,518.6383,0.27862
1,0.69776,1.5636,0.54817,252.0311,0.43978,809.2012,514.2285,0.24443
1,0.61672,1.7404,0.57539,271.2057,0.41951,771.9029,474.6944,0.30405
1,0.5515,2.0263,0.53881,275.8102,0.39808,732.4607,461.6235,0.29897
1,0.45921,2.2199,0.55058,287.8315,0.37113,682.8868,422.2399,0.38934
1,0.5,2.3081,0.64223,251.3917,0.34267,630.5063,418.95,0.41837
1,0.43369,2.4266,0.70509,252.4618,0.31239,574.799,381.8591,0.56119
1,0.3838,2.7326,0.72745,260.0276,0.28786,529.6641,346.8566,0.71668
1,0.32394,3.3015,0.74897,267.751,0.26134,480.8623,316.0077,0.85748
1,0.2993,3.8868,0.66077,267.8784,0.22763,418.8331,292.6662,0.98665
1,0.56061,1.7496,1.1577,277.5997,0.21292,391.7799,272.0435,1
1,0.26087,4.6114,0.59149,259.9752,0.2029,373.3271,268.8777,1
1,0.26007,4.491,0.56266,247.2381,0.21025,386.8659,268.062,1
1,0.27239,4.191,0.51314,229.7716,0.21323,392.349,269.3814,1
1,0.32394,3.6009,0.64197,197.8414,0.20721,381.2686,275.1339,1
1,0.32075,3.6011,0.53059,207.8549,0.19857,365.37,273.5823,1
1,0.60748,1.4737,0.68972,88.1723,0.19715,362.7486,278.8131,1
1,0.78161,1.2626,0.74391,73.7336,0.20726,381.3612,283.2627,1
1,0.31776,3.5826,0.5826,199.2774,0.20859,383.8002,272.5726,1
1,0.31336,3.5697,0.63838,198.1635,0.20021,368.395,275.7103,1
1,0.3105,3.5893,0.63806,198.3902,0.21334,392.5491,275.4269,1
1,0.24727,4.4377,0.52909,233.5488,0.2093,385.1184,270.8896,1
1,0.24101,4.8291,0.47514,237.8917,0.19885,365.8921,268.6122,1
1,0.49242,1.7511,0.56399,100.9532,0.19608,360.7807,275.2247,1
1,0.5812,1.5103,0.62355,92.1578,0.19883,365.8539,275.6698,1
1,0.73118,1.2607,0.69877,79.3549,0.19895,366.0626,275.8858,1
1,0.32093,3.5701,0.47853,206.3922,0.19831,364.8963,266.6954,1
1,0.59821,1.478,0.6262,88.0926,0.20076,369.39,275.2555,1
1,0.63462,1.4027,0.62617,83.1631,0.2007,369.2818,279.6992,1
1,0.62727,1.5553,0.61489,93.4535,0.19892,366.0111,278.6249,1
1,3.2353,3.1027,0.64365,122.8834,0.9421,1733.4699,879.5404,0.14737
1,3.0588,2.8166,0.61355,119.9795,0.90774,1670.2415,939.8676,0.072136
1,3.1884,3.0444,0.64822,128.7631,0.95078,1749.4444,871.1925,0.15335
1,2.9855,2.8066,0.6203,121.8814,0.91401,1681.7766,934.2003,0.07633
1,2.9437,2.8099,0.61608,136.3495,0.92057,1693.8565,942.2055,0.076132
1,3.1014,3.0313,0.63172,128.404,0.90712,1669.1006,891.5656,0.13454
1,3.1159,2.9551,0.64685,125.4961,0.92389,1699.9486,888.5703,0.13985
1,3.0145,2.8225,0.64632,129.3786,0.91132,1676.8243,915.8257,0.10953
1,3.0417,2.9273,0.61232,132.2032,0.91479,1683.2176,902.0152,0.12398
1,3.0411,2.952,0.6173,135.6878,0.93587,1721.9932,883.4183,0.14484
1,2.9178,2.8003,0.62229,136.1966,0.92347,1699.1841,934.0082,0.098078
1,3.0137,2.9088,0.61986,133.3875,0.92813,1707.7655,889.1926,0.14063
1,2.96,2.8732,0.58727,128.3222,0.92338,1699.0231,906.2642,0.12242
1,2.9467,2.9291,0.60603,133.9362,0.91162,1677.3834,894.1016,0.13708
1,2.9474,2.9354,0.59557,132.9284,0.91001,1674.4218,895.942,0.13601
1,2.8462,2.9592,0.58437,126.6488,0.89808,1652.4681,895.8424,0.13371
1,2.9615,2.9873,0.56876,126.1068,0.90969,1673.8294,895.8261,0.13583
1,2.9615,2.9648,0.57681,124.9715,0.91368,1681.1756,892.9235,0.1374
1,2.9744,2.951,0.59201,125.5685,0.90906,1672.6635,878.3498,0.14879
1,3.0513,2.9336,0.57218,126.5535,0.90491,1665.0384,898.597,0.12408
1,3.026,2.7967,0.60225,127.2418,0.90109,1658.013,895.8839,0.12106
1,3.026,2.8612,0.61485,126.0967,0.91663,1686.6006,898.0648,0.12066
1,2.9615,2.7814,0.62299,127.7557,0.91217,1678.3913,899.587,0.11465
1,3.1169,2.8271,0.61169,127.5344,0.92299,1698.3086,914.3539,0.10669
1,2.9747,2.8123,0.61465,129.0884,0.9109,1676.0564,920.138,0.10367
1,3.0506,2.8355,0.61952,128.9052,0.91808,1689.275,897.3572,0.12963
1,2.9512,2.8576,0.62941,134.3957,0.91088,1676.0165,870.1134,0.16029
1,2.9176,2.8195,0.59194,131.9818,0.91001,1674.4107,882.6223,0.1485
1,2.7528,2.7347,0.57638,134.2391,0.8996,1655.2627,884.0921,0.14616
1,2.7528,2.5542,0.53025,134.1857,0.88563,1629.5619,965.1749,0.070057
1,2.8152,2.8183,0.53362,133.288,0.93441,1719.3084,937.4118,0.10956
1,2.6737,2.7352,0.53925,134.6942,0.90224,1660.1276,912.8253,0.12327
1,2.6224,2.6478,0.52315,135.6958,0.8985,1653.2388,930.9653,0.10178
1,2.5253,2.4746,0.51733,137.3689,0.87595,1611.7414,942.7168,0.074274
1,2.4653,2.4403,0.53772,138.535,0.86397,1589.7099,908.1905,0.096354
1,2.48,2.3838,0.56169,155.6179,0.85473,1572.6977,900.5349,0.092032
1,2.4343,2.3391,0.59663,187.2343,0.83056,1528.2259,837.5971,0.13649
1,2.3434,2.3439,0.62901,214.5655,0.79937,1470.8402,824.4338,0.14031
1,2.2857,2.2506,0.63124,225.2251,0.76502,1407.638,800.0033,0.14289
1,2.1287,2.1524,0.63168,250.3152,0.73624,1354.6786,753.7746,0.16593
1,1.9903,2.0666,0.59905,268.0943,0.69269,1274.5428,738.2259,0.1495
1,1.6952,1.6808,0.57346,241.0382,0.65791,1210.5453,778.3112,0.065217
1,1.79,1.7011,0.56151,246.1713,0.61783,1136.8013,748.1526,0.051438
1,2.0417,1.9779,0.56542,274.8986,0.57923,1065.7783,652.8357,0.16073
1,2.2283,2.3361,0.58462,288.9271,0.54423,1001.3824,581.9913,0.27245
1,2.4828,2.6641,0.5762,269.0438,0.50936,937.2301,527.2359,0.34485
1,1.8198,2.069,0.55459,274.5454,0.47578,875.4395,483.1929,0.37869
1,1.6937,1.7057,0.58947,239.5852,0.44015,809.8754,457.3948,0.37582
1,1.3814,1.3289,0.56988,259.7296,0.3877,713.3692,449.6178,0.34915
1,1.2137,1.3603,0.50492,257.9052,0.35111,646.0489,421.4232,0.36493
1,0.9404,1.2565,0.54925,229.5134,0.33577,617.8252,401.6662,0.37862
1,0.78125,1.4197,0.63045,195.9738,0.29672,545.9699,366.5784,0.5569
1,0.4965,2.0353,0.64602,183.3995,0.28106,517.1528,393.2789,0.57372
1,0.56818,1.6589,0.67347,251.6371,0.24982,459.6671,299.6981,0.95132
1,0.55357,1.5072,0.67339,255.3109,0.21781,400.7717,279.3469,0.9999
1,0.6129,1.3667,0.69643,230.0935,0.21831,401.6829,279.6252,0.9999
1,0.63699,1.4104,0.75821,209.5555,0.22231,409.0445,290.2956,0.99747
1,0.61842,1.4673,0.7542,207.2364,0.22455,413.1797,295.0286,0.99564
1,0.59873,1.5156,0.74759,208.1501,0.22274,409.8332,296.5901,0.99728
0,6.3214,8.223,0.49455,140.7718,0.9572,1761.2471,927.3002,0.026112
0,3.6316,4.5713,0.60584,159.6548,0.77655,1428.844,818.2913,0.075228
0,4.8158,5.5638,0.62698,138.9976,0.93626,1722.725,908.9348,0.08555
0,4.5122,5.1677,0.59209,138.3854,0.93194,1714.7726,944.6872,0.045424
0,4.1333,4.7776,0.60872,140.1724,0.93203,1714.9402,923.3361,0.072031
0,3.74,4.211,0.59947,136.9362,0.92826,1707.9935,922.7464,0.07975
0,3.5472,3.9595,0.59725,144.3553,0.92529,1702.5292,945.2189,0.074273
0,3.2459,3.7098,0.53751,132.6422,0.95005,1748.0908,927.2016,0.093192
0,3.1639,3.2879,0.58617,137.2283,0.95856,1763.7472,923.006,0.082162
0,3.0968,3.1354,0.59971,130.6726,0.9151,1683.7781,939.0041,0.078302
0,3.1746,2.9008,0.60325,137.6827,0.94769,1743.7552,939.4982,0.074727
0,2.8657,2.763,0.62702,141.2475,0.9237,1699.5997,955.8689,0.06422
0,2.8714,2.9433,0.56745,110.5527,0.96429,1774.2947,952.2744,0.07515
0,2.8841,2.9976,0.59865,114.5149,0.93668,1723.4954,966.0255,0.072993
0,2.6486,2.8474,0.57639,116.4855,0.93006,1711.3055,965.9799,0.067105
0,2.4872,2.703,0.56721,112.4179,0.9309,1712.8587,960.6341,0.066643
0,2.1463,2.4948,0.57068,115.1729,0.83843,1542.7121,944.9368,0.064837
0,2.6538,2.7305,0.5397,113.4719,0.9749,1793.822,962.7193,0.069658
0,2.5696,2.7446,0.53052,113.5058,0.94431,1737.5226,964.147,0.070757
0,2.4578,2.6312,0.5329,120.667,0.94474,1738.3184,972.8269,0.067162
0,2.3953,2.6401,0.50254,117.9678,0.94183,1732.9596,961.8297,0.074582
0,2.5432,2.8832,0.52793,110.5166,0.95295,1753.4211,983.7652,0.072312
0,2.4253,2.5599,0.50319,117.1314,0.93709,1724.2505,973.7617,0.071235
0,2.4881,2.6314,0.50553,114.4782,0.9311,1713.2232,976.0946,0.069408
0,1.9882,2.0708,0.56881,121.4664,0.89952,1655.1257,1031.2665,0
0,2.3294,2.4821,0.52472,117.4181,0.90027,1656.4963,959.1348,0.06647
0,2.4471,2.5206,0.50911,116.9804,0.93734,1724.7051,982.1141,0.05155
0,2.5,2.6121,0.53039,114.7343,0.93078,1712.632,973.4117,0.069688
0,2.3614,2.4056,0.55791,116.3897,0.87343,1607.1023,957.0727,0.065558
0,1.5854,1.3882,0.33659,129.0161,0.93086,1712.7818,1297.8249,0
0,2.5412,2.6747,0.53519,112.1535,0.93645,1723.0717,954.9704,0.067067
0,2.3059,2.4113,0.60306,119.2407,0.86359,1589.0132,948.7257,0.061212
0,2.6071,2.5951,0.5598,116.3004,0.92777,1707.1007,960.9216,0.065838
0,2.5465,2.6222,0.56064,118.3074,0.92409,1700.3183,947.7307,0.069041
0,2.5,2.8195,0.56797,112.2567,0.88676,1631.6367,922.3837,0.082743
0,2.907,2.7864,0.5227,118.7287,0.95047,1748.8719,913.9123,0.10589
0,2.6207,2.7153,0.54446,120.7961,0.84065,1546.7938,890.2388,0.11361
0,2.8889,3.0686,0.48517,116.9099,0.94877,1745.7427,916.7064,0.11874
0,1.8022,2.0096,0.63723,126.7877,0.79377,1460.5446,951.3299,0.0082019
0,2.8085,3.1072,0.47373,120.7943,0.94608,1740.7956,888.9727,0.13627
0,2.4316,2.7881,0.5424,127.4957,0.80728,1485.3976,841.3639,0.1503
0,2.7849,2.9397,0.51389,125.0333,0.89259,1642.3657,872.8109,0.14566
0,2.7766,3.0018,0.50416,123.759,0.88614,1630.4976,851.9631,0.15895
0,2.7872,3.0225,0.52501,126.872,0.88665,1631.4348,871.1753,0.15391
0,2.5106,2.9259,0.55107,127.9306,0.79335,1459.7573,843.6745,0.15558
0,2.8229,3.0841,0.5053,124.4405,0.90475,1664.746,853.9072,0.16271
0,2.9175,3.0123,0.47328,126.0464,0.94625,1741.1033,876.6463,0.15117
0,2.41,2.6812,0.53154,129.7685,0.78035,1435.8503,837.9614,0.1498
0,2.4059,2.6362,0.54745,129.4802,0.78384,1442.2641,827.2271,0.15146
0,2.4554,2.6595,0.54699,127.8574,0.79844,1469.1345,842.6824,0.13284
0,2,2.0364,0.47874,134.2162,0.68615,1262.511,697.2535,0.18154
0,2.5192,2.6414,0.54055,128.3771,0.848,1560.3118,875.9484,0.12126
0,2.4444,2.6313,0.51687,128.3254,0.8467,1557.9341,867.7665,0.12594
0,2.3704,2.53,0.53335,129.7182,0.81067,1491.6416,861.4501,0.12017
0,2.2973,2.586,0.51574,125.8806,0.81067,1491.6416,850.0809,0.1257
0,2.2768,2.7959,0.53134,124.7768,0.81833,1505.7265,835.5391,0.15506
0,2.3805,2.9665,0.50262,119.4806,0.85234,1568.2996,834.3487,0.16298
0,3.1463,3.8163,0.62309,91.1953,0.81594,1501.323,798.4989,0.19056
0,2.4159,3.0829,0.49499,115.5818,0.85122,1566.2452,853.8841,0.16346
0,2.9239,3.4885,0.56061,99.0796,0.81201,1494.0902,814.9163,0.18207
0,2.5046,3.4051,0.47357,102.4004,0.81504,1499.6731,816.3056,0.1867
0,2.8081,3.454,0.51777,106.9069,0.82226,1512.9571,827.529,0.17277
0,2.5495,3.0984,0.47375,123.2994,0.82485,1517.7162,852.35,0.16181
0,2.9787,3.7044,0.52686,116.0403,0.80177,1475.2657,813.3987,0.18771
0,3.2529,3.8566,0.5791,122.8102,0.80294,1477.4165,797.4856,0.20171
0,2.7524,3.6143,0.47537,133.9803,0.80785,1486.4453,797.6349,0.19834
0,2.747,3.4664,0.60389,135.8777,0.63541,1169.1629,662.692,0.26339
0,2.6306,3.386,0.47624,143.3443,0.8049,1481.0232,802.3927,0.19837
0,2.3852,3.3018,0.44136,145.3094,0.8092,1488.9191,810.1649,0.19133
0,2.6789,3.3974,0.49318,147.2336,0.79412,1461.1897,795.6237,0.19214
0,2.7,3.5264,0.49718,146.5309,0.81769,1504.5439,802.018,0.18402
0,2.8654,3.5127,0.54124,151.9134,0.8021,1475.861,804.6571,0.17259
0,2.6404,3.4939,0.50003,148.7989,0.80277,1477.0986,794.264,0.17834
0,3.1031,3.5971,0.59664,143.0026,0.79614,1464.8941,798.5366,0.16814
0,3.2796,3.8493,0.60166,106.7943,0.80968,1489.811,788.3997,0.17878
0,3.2447,3.9298,0.61001,105.3362,0.80968,1489.811,776.7371,0.19458
0,3.2234,3.8999,0.63844,105.4393,0.79404,1461.0394,752.0247,0.22245
0,3.1684,3.9097,0.65679,103.991,0.79271,1458.5918,722.4977,0.25313
0,3.3043,3.8592,0.68178,101.9546,0.80045,1472.825,711.3199,0.26752
0,2.9804,3.7348,0.60942,101.3924,0.7973,1467.0351,712.1558,0.26306
0,2.8318,3.6113,0.57185,105.4441,0.79166,1456.6457,711.8345,0.26419
0,2.6637,3.5482,0.54853,108.388,0.7903,1454.1519,711.672,0.26585
0,2.5812,3.4543,0.52717,110.7948,0.79017,1453.9085,706.4675,0.2687
0,2.6518,3.4362,0.55568,109.085,0.7791,1433.5517,701.0217,0.26888
0,2.75,3.5392,0.57984,106.6232,0.77528,1426.517,711.1105,0.26625
0,2.9901,3.5214,0.60245,106.046,0.79008,1453.7477,705.1417,0.26926
0,2.93,3.5275,0.60765,104.9538,0.76968,1416.2149,695.3347,0.27651
0,2.92,3.6591,0.59658,102.5104,0.7699,1416.6116,699.7635,0.28307
0,2.9796,3.7326,0.60466,102.105,0.77068,1418.0478,698.7402,0.29446
0,3.129,3.8082,0.59919,99.207,0.76332,1404.5146,698.4358,0.2928
0,3.129,3.8547,0.58863,97.3329,0.7577,1394.1718,703.1989,0.27797
0,2.0276,3.2762,0.39252,121.2039,0.78898,1451.7295,781.2603,0.21682
0,2.0204,3.0002,0.37284,126.3546,0.79711,1466.6902,796.5453,0.18786
0,1.8882,2.8884,0.38309,132.0657,0.78491,1444.2257,777.6683,0.1974
0,1.8544,2.8352,0.38262,134.7792,0.76523,1408.0272,754.6968,0.2265
0,1.7531,2.7182,0.40047,140.6876,0.74823,1376.738,728.3627,0.24771
0,1.7407,2.6633,0.41524,143.0947,0.73568,1353.6464,711.8239,0.26373
0,1.6867,2.526,0.41089,147.8899,0.72923,1341.791,710.0685,0.25945
0,1.6407,2.4988,0.41033,144.9559,0.6995,1287.0746,704.2915,0.25549
0,1.5549,2.391,0.42005,150.5594,0.70434,1295.986,712.6083,0.24366
0,1.5318,2.3099,0.42838,152.8473,0.69588,1280.4133,697.508,0.25037
0,1.4914,2.2234,0.43168,154.4508,0.6794,1250.1027,685.6463,0.24831
0,1.435,2.1544,0.43752,154.5724,0.6616,1217.3428,671.4532,0.24921
0,1.454,2.085,0.45039,157.7157,0.64569,1188.0654,664.1263,0.24618
0,1.479,2.0649,0.47565,152.8689,0.63246,1163.7323,645.4811,0.24975
0,1.3616,1.975,0.46644,159.3586,0.6264,1152.5725,637.0718,0.25004
0,1.339,1.9345,0.471,159.0128,0.61973,1140.2978,621.4757,0.25357
0,1.3295,1.8781,0.48191,160.3652,0.61225,1126.5467,607.84,0.25555
0,1.3029,1.8293,0.48995,160.0994,0.59315,1091.3952,589.5574,0.26012
0,1.2303,1.7647,0.50064,160.5108,0.57255,1053.4873,572.6382,0.2706
0,1.2414,1.7148,0.51894,162.6865,0.56382,1037.4352,558.4334,0.28353
0,1.2197,1.6678,0.52097,161.5256,0.54673,1005.9821,540.0625,0.30425
0,1.2118,1.6332,0.54249,160.1984,0.53906,991.8691,524.5998,0.3254
0,1.2083,1.6037,0.55055,158.2511,0.52452,965.1232,510.4832,0.34384
0,1.1916,1.5738,0.55812,158.8257,0.51884,954.6687,501.3946,0.35373
0,1.1951,1.5459,0.57177,157.4591,0.51261,943.1965,492.2752,0.36563
0,1.1429,1.5263,0.56948,158.611,0.4981,916.5087,483.1619,0.38266
0,1.1515,1.4988,0.57384,157.293,0.49211,905.4856,472.8879,0.39683
0,1.1212,1.4327,0.57016,158.391,0.48172,886.3626,468.46,0.40267
0,1.1366,1.4449,0.59495,158.199,0.47811,879.7223,459.6601,0.41873
0,1.1321,1.4133,0.59382,155.2971,0.46618,857.7789,450.1861,0.4343
0,1.1494,1.3718,0.59311,154.4865,0.45941,845.3144,452.3344,0.43484
0,1.1069,1.355,0.5789,155.788,0.45462,836.5026,448.0407,0.43907
0,1.1019,1.3352,0.58812,153.1796,0.4496,827.2565,449.399,0.43458
0,1.0875,1.3217,0.57866,155.7964,0.45012,828.2185,446.2774,0.43712
0,1.0949,1.319,0.58568,153.8906,0.44681,822.1349,444.4271,0.44031
0,1.1226,1.3272,0.58543,151.0632,0.44815,824.5979,441.962,0.44493
0,1.1083,1.3178,0.58255,151.6427,0.44823,824.7468,441.7461,0.44395
0,1.0807,1.3161,0.57068,153.1086,0.44899,826.1425,442.937,0.43879
0,1.1154,1.3203,0.59225,152.4325,0.448,824.3115,445.3011,0.43481
0,1.1218,1.3315,0.59249,152.8327,0.45051,828.9361,444.3121,0.43771
0,1.1355,1.3189,0.58845,152.4114,0.45349,834.4199,446.7714,0.43244
0,1.129,1.3032,0.59687,152.8829,0.4502,828.362,445.5008,0.43508
0,1.0741,1.3077,0.57269,154.5363,0.44904,826.2394,442.3124,0.44304
0,1.1226,1.3062,0.58988,152.3061,0.44805,824.407,439.4306,0.44893
0,1.0881,1.2868,0.58945,155.7982,0.44639,821.3502,443.6915,0.43882
0,1.109,1.307,0.58971,152.3398,0.44628,821.1563,443.178,0.44455
0,1.1032,1.3143,0.60234,152.2537,0.44399,816.9455,438.7231,0.4503
0,1.0818,1.3147,0.58436,152.6195,0.44478,818.387,437.7731,0.45504
0,1.1234,1.3053,0.60108,153.0803,0.44601,820.6639,436.9983,0.45648
0,1.1382,1.2994,0.59937,152.2465,0.44639,821.3502,441.5977,0.44807
0,1.1307,1.3111,0.60066,151.27,0.44697,822.4279,438.846,0.44953
0,1.0813,1.3108,0.58053,152.8023,0.44702,822.5133,439.9945,0.44738
0,1.0675,1.3215,0.57528,154.1719,0.45288,833.3058,442.8685,0.4422
0,4.8333,6.9214,0.50897,103.3485,0.79976,1471.5643,785.2725,0.11337
0,5.1471,7.6229,0.50655,110.4015,0.92706,1705.7907,939.8865,0.057731
0,4.9459,7.0683,0.51706,125.7489,0.91384,1681.4742,953.4527,0.087975
0,4.3333,5.9598,0.52917,139.3886,0.91482,1683.2761,957.3402,0.073177
0,3.6939,5.2575,0.49735,122.191,0.9105,1675.3242,947.4477,0.07708
0,3.6667,4.7354,0.5227,140.5215,0.9384,1726.6639,969.1458,0.072818
0,3.3889,4.0912,0.5506,133.9927,0.91158,1677.3062,936.4259,0.075905
0,3.68,3.7193,0.64554,132.5263,0.9158,1685.078,945.1659,0.064152
0,3.4444,3.382,0.66697,131.9808,0.91792,1688.978,954.997,0.058367
0,1.9474,2.0395,0.66445,139.2133,0.92248,1697.3593,1181.6653,0
0,3,2.9391,0.66016,138.381,0.92684,1705.3849,970.1237,0.053198
0,2.8358,2.892,0.63755,131.6592,0.92684,1705.3849,956.0292,0.06826
0,2.5714,2.7245,0.61873,119.927,0.9313,1713.5883,998.2708,0.024885
0,2.5867,2.6954,0.56433,116.1671,0.95666,1760.2495,983.8639,0.052734
0,2.4615,2.5974,0.57085,120.566,0.93344,1717.5299,980.8476,0.060826
0,2.2892,2.5262,0.53836,118.5769,0.92569,1703.2645,974.5751,0.059011
0,2.1111,2.5697,0.56776,112.7456,0.84241,1550.0299,941.8841,0.073881
0,1.9655,2.3416,0.5696,121.6964,0.83515,1536.6795,958.2405,0.068091
0,1.9326,2.4318,0.53214,116.0806,0.82976,1526.7582,959.5996,0.070832
0,2.1758,2.5426,0.48174,120.2268,0.94407,1737.0942,1002.6354,0.056221
0,2.2973,2.7872,0.61129,102.5399,0.84366,1552.3417,962.5426,0.06645
0,1.9773,2.384,0.53422,116.0089,0.85656,1576.0628,980.6323,0.054401
0,2.2247,2.5387,0.48303,116.7051,0.9331,1716.9001,1005.6739,0.04758
0,2.1848,2.3841,0.45896,122.7024,0.93815,1726.1994,998.2992,0.050784
0,2.2308,2.4851,0.45683,116.1538,0.95753,1761.8635,1005.0573,0.046096
0,1.9239,2.2262,0.50338,121.5611,0.84125,1547.9003,966.2414,0.050872
0,2.1684,2.39,0.44221,122.2955,0.94331,1735.6828,998.8004,0.047146
0,2.1304,2.3043,0.47765,122.7005,0.88963,1636.9246,989.3357,0.046209
0,2.1915,2.4714,0.47779,120.3114,0.92586,1703.589,983.2934,0.05588
0,2.2128,2.5166,0.49033,119.6422,0.94438,1737.6527,956.2236,0.062689
